id	swave	emp	tage	initage	nvals
6750	6	1	37	35	0
6763	0	1	31	31	1
6763	1	1	32	31	0
6763	2	1	32	31	0
6763	3	1	32	31	0
6763	4	1	33	31	0
6763	5	1	33	31	0
6763	6	1	33	31	0
6770	0	1	39	39	1
6770	1	1	39	39	0
6770	2	1	40	39	0
6770	3	1	40	39	0
6770	4	1	40	39	0
6770	5	1	41	39	0
6770	6	1	41	39	0
6780	0	1	36	36	1
6780	1	1	36	36	0
6780	2	1	37	36	0
6780	3	1	37	36	0
6780	4	1	37	36	0
6780	5	1	38	36	0
6780	6	1	38	36	0
6789	0	1	39	39	1
6789	1	1	40	39	0
6789	2	1	40	39	0
6789	3	1	40	39	0
6789	4	1	41	39	0
6789	5	1	41	39	0
6789	6	1	41	39	0
6835	0	1	39	39	1
6835	1	1	39	39	0
6835	2	1	39	39	0
6835	3	1	40	39	0
6835	4	1	40	39	0
6835	5	1	40	39	0
6835	6	1	41	39	0
6891	0	1	35	35	1
6891	1	1	36	35	0
6891	2	1	36	35	0
6891	3	1	36	35	0
6891	4	1	37	35	0
6891	5	1	37	35	0
6891	6	1	37	35	0
7232	0	1	35	35	1
7232	1	1	35	35	0
7232	2	1	36	35	0
7232	3	1	36	35	0
7232	4	1	36	35	0
7232	5	1	37	35	0
7232	6	0	37	35	0
7277	0	1	35	35	1
7277	1	1	36	35	0
7277	2	1	36	35	0
7277	3	1	36	35	0
7277	4	1	37	35	0
7277	5	1	37	35	0
7277	6	1	37	35	0
7354	0	0	34	34	1
7354	1	1	34	34	0
7354	2	1	35	34	0
7354	3	0	35	34	0
7354	4	1	35	34	0
7354	5	0	36	34	0
